,id,province_id,name,alt_name,latitude,longitude
0,1101,11,KABUPATEN SIMEULUE,KABUPATEN SIMEULUE,2.61667,96.08333
1,1102,11,KABUPATEN ACEH SINGKIL,KABUPATEN ACEH SINGKIL,2.41667,97.91667
2,1103,11,KABUPATEN ACEH SELATAN,KABUPATEN ACEH SELATAN,3.16667,97.41667
3,1104,11,KABUPATEN ACEH TENGGARA,KABUPATEN ACEH TENGGARA,3.36667,97.7
4,1105,11,KABUPATEN ACEH TIMUR,KABUPATEN ACEH TIMUR,4.63333,97.63333
5,1106,11,KABUPATEN ACEH TENGAH,KABUPATEN ACEH TENGAH,4.51,96.855
6,1107,11,KABUPATEN ACEH BARAT,KABUPATEN ACEH BARAT,4.45,96.16667
7,1108,11,KABUPATEN ACEH BESAR,KABUPATEN ACEH BESAR,5.38333,95.51667
8,1109,11,KABUPATEN PIDIE,KABUPATEN PIDIE,5.08,96.11
9,1110,11,KABUPATEN BIREUEN,KABUPATEN BIREUEN,5.08333,96.58333
10,1111,11,KABUPATEN ACEH UTARA,KABUPATEN ACEH UTARA,4.97,97.14
11,1112,11,KABUPATEN ACEH BARAT DAYA,KABUPATEN ACEH BARAT DAYA,3.83333,96.88333
12,1113,11,KABUPATEN GAYO LUES,KABUPATEN GAYO LUES,3.95,97.39
13,1114,11,KABUPATEN ACEH TAMIANG,KABUPATEN ACEH TAMIANG,4.25,97.96667
14,1115,11,KABUPATEN NAGAN RAYA,KABUPATEN NAGAN RAYA,4.16667,96.51667
15,1116,11,KABUPATEN ACEH JAYA,KABUPATEN ACEH JAYA,4.86,95.64
16,1117,11,KABUPATEN BENER MERIAH,KABUPATEN BENER MERIAH,4.73015,96.86156
17,1118,11,KABUPATEN PIDIE JAYA,KABUPATEN PIDIE JAYA,5.15,96.21667
18,1171,11,KOTA BANDA ACEH,KOTA BANDA ACEH,5.54167,95.33333
19,1172,11,KOTA SABANG,KOTA SABANG,5.82164,95.31086
20,1173,11,KOTA LANGSA,KOTA LANGSA,4.47,97.93
21,1174,11,KOTA LHOKSEUMAWE,KOTA LHOKSEUMAWE,5.13333,97.06667
22,1175,11,KOTA SUBULUSSALAM,KOTA SUBULUSSALAM,2.75,97.93333
23,1201,12,KABUPATEN NIAS,KABUPATEN NIAS,1.03333,97.76667
24,1202,12,KABUPATEN MANDAILING NATAL,KABUPATEN MANDAILING NATAL,0.78378,99.25495
25,1203,12,KABUPATEN TAPANULI SELATAN,KABUPATEN TAPANULI SELATAN,1.51667,99.25
26,1204,12,KABUPATEN TAPANULI TENGAH,KABUPATEN TAPANULI TENGAH,1.9,98.66667
27,1205,12,KABUPATEN TAPANULI UTARA,KABUPATEN TAPANULI UTARA,2.0028,99.0707
28,1206,12,KABUPATEN TOBA SAMOSIR,KABUPATEN TOBA SAMOSIR,2.39793,99.21678
29,1207,12,KABUPATEN LABUHAN BATU,KABUPATEN LABUHAN BATU,2.26667,100.1
30,1208,12,KABUPATEN ASAHAN,KABUPATEN ASAHAN,2.7833300000000003,99.55
31,1209,12,KABUPATEN SIMALUNGUN,KABUPATEN SIMALUNGUN,2.9,99.0
32,1210,12,KABUPATEN DAIRI,KABUPATEN DAIRI,2.86667,98.23333
33,1211,12,KABUPATEN KARO,KABUPATEN KARO,3.11667,98.3
34,1212,12,KABUPATEN DELI SERDANG,KABUPATEN DELI SERDANG,3.41667,98.66667
35,1213,12,KABUPATEN LANGKAT,KABUPATEN LANGKAT,3.71667,98.21667
36,1214,12,KABUPATEN NIAS SELATAN,KABUPATEN NIAS SELATAN,0.77,97.75
37,1215,12,KABUPATEN HUMBANG HASUNDUTAN,KABUPATEN HUMBANG HASUNDUTAN,2.26551,98.50376
38,1216,12,KABUPATEN PAKPAK BHARAT,KABUPATEN PAKPAK BHARAT,2.5666700000000002,98.28333
39,1217,12,KABUPATEN SAMOSIR,KABUPATEN SAMOSIR,2.64025,98.71525
40,1218,12,KABUPATEN SERDANG BEDAGAI,KABUPATEN SERDANG BEDAGAI,3.36667,99.03333
41,1219,12,KABUPATEN BATU BARA,KABUPATEN BATU BARA,3.16166,99.52652
42,1220,12,KABUPATEN PADANG LAWAS UTARA,KABUPATEN PADANG LAWAS UTARA,1.46011,99.67346
43,1221,12,KABUPATEN PADANG LAWAS,KABUPATEN PADANG LAWAS,1.44684,99.99207
44,1222,12,KABUPATEN LABUHAN BATU SELATAN,KABUPATEN LABUHAN BATU SELATAN,1.983,100.0976
45,1223,12,KABUPATEN LABUHAN BATU UTARA,KABUPATEN LABUHAN BATU UTARA,2.33349,99.63776
46,1224,12,KABUPATEN NIAS UTARA,KABUPATEN NIAS UTARA,1.33037,97.31964
47,1225,12,KABUPATEN NIAS BARAT,KABUPATEN NIAS BARAT,1.05966,97.58606
48,1271,12,KOTA SIBOLGA,KOTA SIBOLGA,1.73333,98.8
49,1272,12,KOTA TANJUNG BALAI,KOTA TANJUNG BALAI,2.95833,99.79167
50,1273,12,KOTA PEMATANG SIANTAR,KOTA PEMATANG SIANTAR,2.96667,99.05
51,1274,12,KOTA TEBING TINGGI,KOTA TEBING TINGGI,3.325,99.14167
52,1275,12,KOTA MEDAN,KOTA MEDAN,3.65,98.66667
53,1276,12,KOTA BINJAI,KOTA BINJAI,3.8,108.23333
54,1277,12,KOTA PADANG SIDEMPUAN,KOTA PADANG SIDEMPUAN,1.37375,99.26843
55,1278,12,KOTA GUNUNGSITOLI,KOTA GUNUNGSITOLI,1.32731,97.55018
56,1301,13,KABUPATEN KEPULAUAN MENTAWAI,KABUPATEN KEPULAUAN MENTAWAI,1.98917,99.51889
57,1302,13,KABUPATEN PESISIR SELATAN,KABUPATEN PESISIR SELATAN,-1.5833300000000001,100.85
58,1303,13,KABUPATEN SOLOK,KABUPATEN SOLOK,-0.96667,100.81667
59,1304,13,KABUPATEN SIJUNJUNG,KABUPATEN SIJUNJUNG,-1.1827,101.6056
60,1305,13,KABUPATEN TANAH DATAR,KABUPATEN TANAH DATAR,-0.4555,100.5771
61,1306,13,KABUPATEN PADANG PARIAMAN,KABUPATEN PADANG PARIAMAN,-0.6000000000000001,100.28333
62,1307,13,KABUPATEN AGAM,KABUPATEN AGAM,-0.25,100.16667
63,1308,13,KABUPATEN LIMA PULUH KOTA,KABUPATEN LIMA PULUH KOTA,-0.016800000000000002,100.5872
64,1309,13,KABUPATEN PASAMAN,KABUPATEN PASAMAN,0.42503,99.94606
65,1310,13,KABUPATEN SOLOK SELATAN,KABUPATEN SOLOK SELATAN,-1.23333,101.417
66,1311,13,KABUPATEN DHARMASRAYA,KABUPATEN DHARMASRAYA,-1.05,101.367
67,1312,13,KABUPATEN PASAMAN BARAT,KABUPATEN PASAMAN BARAT,0.28152000000000005,99.51965
68,1371,13,KOTA PADANG,KOTA PADANG,-0.98333,100.45
69,1372,13,KOTA SOLOK,KOTA SOLOK,-0.7666700000000001,100.61667
70,1373,13,KOTA SAWAH LUNTO,KOTA SAWAH LUNTO,-0.6000000000000001,100.75
71,1374,13,KOTA PADANG PANJANG,KOTA PADANG PANJANG,-0.45,100.43333
72,1375,13,KOTA BUKITTINGGI,KOTA BUKITTINGGI,-0.275,100.375
73,1376,13,KOTA PAYAKUMBUH,KOTA PAYAKUMBUH,-0.23333,100.63333
74,1377,13,KOTA PARIAMAN,KOTA PARIAMAN,-0.62682,100.12047
75,1401,14,KABUPATEN KUANTAN SINGINGI,KABUPATEN KUANTAN SINGINGI,-0.47532,101.45857
76,1402,14,KABUPATEN INDRAGIRI HULU,KABUPATEN INDRAGIRI HULU,-0.55,102.31667
77,1403,14,KABUPATEN INDRAGIRI HILIR,KABUPATEN INDRAGIRI HILIR,-0.33333,103.16667
78,1404,14,KABUPATEN PELALAWAN,KABUPATEN PELALAWAN,0.20822000000000002,102.18607
79,1405,14,KABUPATEN SIAK,KABUPATEN SIAK,0.9745300000000001,102.01355
80,1406,14,KABUPATEN KAMPAR,KABUPATEN KAMPAR,0.23440000000000003,101.2131
81,1407,14,KABUPATEN ROKAN HULU,KABUPATEN ROKAN HULU,0.8833300000000001,100.48333
82,1408,14,KABUPATEN BENGKALIS,KABUPATEN BENGKALIS,0.9838,102.5096
83,1409,14,KABUPATEN ROKAN HILIR,KABUPATEN ROKAN HILIR,2.16599,100.82514
84,1410,14,KABUPATEN KEPULAUAN MERANTI,KABUPATEN KEPULAUAN MERANTI,0.9748800000000001,102.69539
85,1471,14,KOTA PEKANBARU,KOTA PEKANBARU,0.5333300000000001,101.46667
86,1473,14,KOTA DUMAI,KOTA DUMAI,1.61592,101.4917
87,1501,15,KABUPATEN KERINCI,KABUPATEN KERINCI,-2.03333,101.53333
88,1502,15,KABUPATEN MERANGIN,KABUPATEN MERANGIN,-2.06933,102.13303
89,1503,15,KABUPATEN SAROLANGUN,KABUPATEN SAROLANGUN,-2.3,102.65
90,1504,15,KABUPATEN BATANG HARI,KABUPATEN BATANG HARI,-1.75,103.11667
91,1505,15,KABUPATEN MUARO JAMBI,KABUPATEN MUARO JAMBI,-1.55214,103.82163
92,1506,15,KABUPATEN TANJUNG JABUNG TIMUR,KABUPATEN TANJUNG JABUNG TIMUR,-1.13198,103.61755
93,1507,15,KABUPATEN TANJUNG JABUNG BARAT,KABUPATEN TANJUNG JABUNG BARAT,-1.1544,103.24402
94,1508,15,KABUPATEN TEBO,KABUPATEN TEBO,-1.4557600000000002,102.37473
95,1509,15,KABUPATEN BUNGO,KABUPATEN BUNGO,-1.5022199999999999,101.96
96,1571,15,KOTA JAMBI,KOTA JAMBI,-1.61667,103.65
97,1572,15,KOTA SUNGAI PENUH,KOTA SUNGAI PENUH,-2.10896,101.32175
98,1601,16,KABUPATEN OGAN KOMERING ULU,KABUPATEN OGAN KOMERING ULU,-4.13333,104.03333
99,1602,16,KABUPATEN OGAN KOMERING ILIR,KABUPATEN OGAN KOMERING ILIR,-3.36667,105.36667
100,1603,16,KABUPATEN MUARA ENIM,KABUPATEN MUARA ENIM,-4.2327,103.6141
101,1604,16,KABUPATEN LAHAT,KABUPATEN LAHAT,-3.7864,103.5428
102,1605,16,KABUPATEN MUSI RAWAS,KABUPATEN MUSI RAWAS,-3.08333,103.2
103,1606,16,KABUPATEN MUSI BANYU ASIN,KABUPATEN MUSI BANYU ASIN,-2.41667,103.75
104,1607,16,KABUPATEN BANYU ASIN,KABUPATEN BANYU ASIN,-2.88333,104.38306
105,1608,16,KABUPATEN OGAN KOMERING ULU SELATAN,KABUPATEN OGAN KOMERING ULU SELATAN,-4.65728,104.00659
106,1609,16,KABUPATEN OGAN KOMERING ULU TIMUR,KABUPATEN OGAN KOMERING ULU TIMUR,-3.85679,104.75209
107,1610,16,KABUPATEN OGAN ILIR,KABUPATEN OGAN ILIR,-3.43186,104.62727
108,1611,16,KABUPATEN EMPAT LAWANG,KABUPATEN EMPAT LAWANG,3.22667,99.09256
109,1612,16,KABUPATEN PENUKAL ABAB LEMATANG ILIR,KABUPATEN PENUKAL ABAB LEMATANG ILIR,-3.21342,104.08722
110,1613,16,KABUPATEN MUSI RAWAS UTARA,KABUPATEN MUSI RAWAS UTARA,-2.4853300000000003,103.29346
111,1671,16,KOTA PALEMBANG,KOTA PALEMBANG,-3.0,104.71667
112,1672,16,KOTA PRABUMULIH,KOTA PRABUMULIH,-3.46202,104.2229
113,1673,16,KOTA PAGAR ALAM,KOTA PAGAR ALAM,-4.13055,103.26822
114,1674,16,KOTA LUBUK LINGGAU,KOTA LUBUK LINGGAU,-3.29308,102.85503
115,1701,17,KABUPATEN BENGKULU SELATAN,KABUPATEN BENGKULU SELATAN,-4.35,103.03333
116,1702,17,KABUPATEN REJANG LEBONG,KABUPATEN REJANG LEBONG,-3.43333,102.71667
117,1703,17,KABUPATEN BENGKULU UTARA,KABUPATEN BENGKULU UTARA,-3.33333,102.05
118,1704,17,KABUPATEN KAUR,KABUPATEN KAUR,-4.78179,103.36109
119,1705,17,KABUPATEN SELUMA,KABUPATEN SELUMA,-3.96644,102.47429
120,1706,17,KABUPATEN MUKOMUKO,KABUPATEN MUKOMUKO,-3.07438,101.54766
121,1707,17,KABUPATEN LEBONG,KABUPATEN LEBONG,-3.24278,102.3349
122,1708,17,KABUPATEN KEPAHIANG,KABUPATEN KEPAHIANG,-3.60194,102.56424
123,1709,17,KABUPATEN BENGKULU TENGAH,KABUPATEN BENGKULU TENGAH,-3.20679,102.12616
124,1771,17,KOTA BENGKULU,KOTA BENGKULU,-3.8166700000000002,102.31667
125,1801,18,KABUPATEN LAMPUNG BARAT,KABUPATEN LAMPUNG BARAT,-5.14904,104.19309
126,1802,18,KABUPATEN TANGGAMUS,KABUPATEN TANGGAMUS,-5.38508,104.62349
127,1803,18,KABUPATEN LAMPUNG SELATAN,KABUPATEN LAMPUNG SELATAN,-5.4531,104.9877
128,1804,18,KABUPATEN LAMPUNG TIMUR,KABUPATEN LAMPUNG TIMUR,-5.10273,105.68003
129,1805,18,KABUPATEN LAMPUNG TENGAH,KABUPATEN LAMPUNG TENGAH,-4.86667,105.26667
130,1806,18,KABUPATEN LAMPUNG UTARA,KABUPATEN LAMPUNG UTARA,-4.81667,104.8
131,1807,18,KABUPATEN WAY KANAN,KABUPATEN WAY KANAN,-4.44705,104.52753
132,1808,18,KABUPATEN TULANGBAWANG,KABUPATEN TULANGBAWANG,-4.20604,105.57999
133,1809,18,KABUPATEN PESAWARAN,KABUPATEN PESAWARAN,-5.4298,105.17899
134,1810,18,KABUPATEN PRINGSEWU,KABUPATEN PRINGSEWU,-5.42211,104.93454
135,1811,18,KABUPATEN MESUJI,KABUPATEN MESUJI,-4.0439,105.4013
136,1812,18,KABUPATEN TULANG BAWANG BARAT,KABUPATEN TULANG BAWANG BARAT,-4.43975,105.0444
137,1813,18,KABUPATEN PESISIR BARAT,KABUPATEN PESISIR BARAT,-5.19323,103.93976
138,1871,18,KOTA BANDAR LAMPUNG,KOTA BANDAR LAMPUNG,-5.41667,105.25
139,1872,18,KOTA METRO,KOTA METRO,-5.11856,105.29949
140,1901,19,KABUPATEN BANGKA,KABUPATEN BANGKA,-1.91667,105.93333
141,1902,19,KABUPATEN BELITUNG,KABUPATEN BELITUNG,-2.86667,107.7
142,1903,19,KABUPATEN BANGKA BARAT,KABUPATEN BANGKA BARAT,-1.95839,105.53741
143,1904,19,KABUPATEN BANGKA TENGAH,KABUPATEN BANGKA TENGAH,-2.33989,106.1142
144,1905,19,KABUPATEN BANGKA SELATAN,KABUPATEN BANGKA SELATAN,-2.66803,106.01257
145,1906,19,KABUPATEN BELITUNG TIMUR,KABUPATEN BELITUNG TIMUR,-2.9627,108.15216
146,1971,19,KOTA PANGKAL PINANG,KOTA PANGKAL PINANG,-2.13333,106.13333
147,2101,21,KABUPATEN KARIMUN,KABUPATEN KARIMUN,0.80764,103.41911
148,2102,21,KABUPATEN BINTAN,KABUPATEN BINTAN,0.9500000000000001,104.61944
149,2103,21,KABUPATEN NATUNA,KABUPATEN NATUNA,4.71417,107.97639
150,2104,21,KABUPATEN LINGGA,KABUPATEN LINGGA,0.2,104.61667
151,2105,21,KABUPATEN KEPULAUAN ANAMBAS,KABUPATEN KEPULAUAN ANAMBAS,3.0,106.0
152,2171,21,KOTA BATAM,KOTA BATAM,1.05211,104.02851
153,2172,21,KOTA TANJUNG PINANG,KOTA TANJUNG PINANG,0.91683,104.44329
154,3101,31,KABUPATEN KEPULAUAN SERIBU,KABUPATEN KEPULAUAN SERIBU,-5.5985,106.55271
155,3171,31,KOTA JAKARTA SELATAN,KOTA JAKARTA SELATAN,-6.266,106.8135
156,3172,31,KOTA JAKARTA TIMUR,KOTA JAKARTA TIMUR,-6.2521,106.884
157,3173,31,KOTA JAKARTA PUSAT,KOTA JAKARTA PUSAT,-6.1777,106.8403
158,3174,31,KOTA JAKARTA BARAT,KOTA JAKARTA BARAT,-6.1676,106.7673
159,3175,31,KOTA JAKARTA UTARA,KOTA JAKARTA UTARA,-6.1339,106.8823
160,3201,32,KABUPATEN BOGOR,KABUPATEN BOGOR,-6.58333,106.71667
161,3202,32,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI,-7.06667,106.7
162,3203,32,KABUPATEN CIANJUR,KABUPATEN CIANJUR,-6.7725,107.08306
163,3204,32,KABUPATEN BANDUNG,KABUPATEN BANDUNG,-7.1,107.6
164,3205,32,KABUPATEN GARUT,KABUPATEN GARUT,-7.38333,107.76667
165,3206,32,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,-7.5,108.13333
166,3207,32,KABUPATEN CIAMIS,KABUPATEN CIAMIS,-7.28333,108.41667
167,3208,32,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,-7.0,108.55
168,3209,32,KABUPATEN CIREBON,KABUPATEN CIREBON,-6.8,108.56667
169,3210,32,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,-6.81667,108.28333
170,3211,32,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,-6.81667,107.98333
171,3212,32,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,-6.45,108.16667
172,3213,32,KABUPATEN SUBANG,KABUPATEN SUBANG,-6.50833,107.7025
173,3214,32,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,-6.58333,107.45
174,3215,32,KABUPATEN KARAWANG,KABUPATEN KARAWANG,-6.26667,107.41667
175,3216,32,KABUPATEN BEKASI,KABUPATEN BEKASI,-6.24667,107.10833
176,3217,32,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT,-6.83333,107.48333
177,3218,32,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,-7.6673,108.64037
178,3271,32,KOTA BOGOR,KOTA BOGOR,-6.59167,106.8
179,3272,32,KOTA SUKABUMI,KOTA SUKABUMI,-6.95,106.93333
180,3273,32,KOTA BANDUNG,KOTA BANDUNG,-6.9175,107.62444
181,3274,32,KOTA CIREBON,KOTA CIREBON,-6.75,108.55
182,3275,32,KOTA BEKASI,KOTA BEKASI,-6.28333,106.98333
183,3276,32,KOTA DEPOK,KOTA DEPOK,-6.4,106.81667
184,3277,32,KOTA CIMAHI,KOTA CIMAHI,-6.89167,107.55
185,3278,32,KOTA TASIKMALAYA,KOTA TASIKMALAYA,-7.35,108.21667
186,3279,32,KOTA BANJAR,KOTA BANJAR,-7.36996,108.53209
187,3301,33,KABUPATEN CILACAP,KABUPATEN CILACAP,-7.5741700000000005,108.98861
188,3302,33,KABUPATEN BANYUMAS,KABUPATEN BANYUMAS,-7.45,109.16667
189,3303,33,KABUPATEN PURBALINGGA,KABUPATEN PURBALINGGA,-7.28417,109.35028
190,3304,33,KABUPATEN BANJARNEGARA,KABUPATEN BANJARNEGARA,-7.35111,109.5875
191,3305,33,KABUPATEN KEBUMEN,KABUPATEN KEBUMEN,-7.63917,109.66056
192,3306,33,KABUPATEN PURWOREJO,KABUPATEN PURWOREJO,-7.7,109.96667
193,3307,33,KABUPATEN WONOSOBO,KABUPATEN WONOSOBO,-7.36139,109.92667
194,3308,33,KABUPATEN MAGELANG,KABUPATEN MAGELANG,-7.4275,110.16194
195,3309,33,KABUPATEN BOYOLALI,KABUPATEN BOYOLALI,-7.5,110.7
196,3310,33,KABUPATEN KLATEN,KABUPATEN KLATEN,-7.68333,110.61667
197,3311,33,KABUPATEN SUKOHARJO,KABUPATEN SUKOHARJO,-7.68333,110.83333
198,3312,33,KABUPATEN WONOGIRI,KABUPATEN WONOGIRI,-7.91667,111.0
199,3313,33,KABUPATEN KARANGANYAR,KABUPATEN KARANGANYAR,-7.62806,111.0625
200,3314,33,KABUPATEN SRAGEN,KABUPATEN SRAGEN,-7.41278,110.935
201,3315,33,KABUPATEN GROBOGAN,KABUPATEN GROBOGAN,-7.11667,110.91667
202,3316,33,KABUPATEN BLORA,KABUPATEN BLORA,-7.06667,111.38333
203,3317,33,KABUPATEN REMBANG,KABUPATEN REMBANG,-6.78333,111.46667
204,3318,33,KABUPATEN PATI,KABUPATEN PATI,-6.76667,111.1
205,3319,33,KABUPATEN KUDUS,KABUPATEN KUDUS,-6.8,110.86667
206,3320,33,KABUPATEN JEPARA,KABUPATEN JEPARA,-6.58333,110.76667
207,3321,33,KABUPATEN DEMAK,KABUPATEN DEMAK,-6.8993,110.6122
208,3322,33,KABUPATEN SEMARANG,KABUPATEN SEMARANG,-7.20667,110.44139
209,3323,33,KABUPATEN TEMANGGUNG,KABUPATEN TEMANGGUNG,-7.25,110.11667
210,3324,33,KABUPATEN KENDAL,KABUPATEN KENDAL,-7.0256,110.1685
211,3325,33,KABUPATEN BATANG,KABUPATEN BATANG,-7.03333,109.88333
212,3326,33,KABUPATEN PEKALONGAN,KABUPATEN PEKALONGAN,-7.0319,109.624
213,3327,33,KABUPATEN PEMALANG,KABUPATEN PEMALANG,-7.03333,109.4
214,3328,33,KABUPATEN TEGAL,KABUPATEN TEGAL,-7.03333,109.16667
215,3329,33,KABUPATEN BREBES,KABUPATEN BREBES,-7.05,108.9
216,3371,33,KOTA MAGELANG,KOTA MAGELANG,-7.5,110.225
217,3372,33,KOTA SURAKARTA,KOTA SURAKARTA,-7.55,110.81667
218,3373,33,KOTA SALATIGA,KOTA SALATIGA,-7.33278,110.48333
219,3374,33,KOTA SEMARANG,KOTA SEMARANG,-7.03333,110.38333
220,3375,33,KOTA PEKALONGAN,KOTA PEKALONGAN,-6.9,109.68333
221,3376,33,KOTA TEGAL,KOTA TEGAL,-6.8686,109.1129
222,3401,34,KABUPATEN KULON PROGO,KABUPATEN KULON PROGO,-7.645,110.02694
223,3402,34,KABUPATEN BANTUL,KABUPATEN BANTUL,-7.9,110.36667
224,3403,34,KABUPATEN GUNUNG KIDUL,KABUPATEN GUNUNG KIDUL,-7.9833300000000005,110.61667
225,3404,34,KABUPATEN SLEMAN,KABUPATEN SLEMAN,-7.68167,110.32333
226,3471,34,KOTA YOGYAKARTA,KOTA YOGYAKARTA,-7.8,110.375
227,3501,35,KABUPATEN PACITAN,KABUPATEN PACITAN,-8.13333,111.16667
228,3502,35,KABUPATEN PONOROGO,KABUPATEN PONOROGO,-7.93333,111.5
229,3503,35,KABUPATEN TRENGGALEK,KABUPATEN TRENGGALEK,-8.16667,111.61667
230,3504,35,KABUPATEN TULUNGAGUNG,KABUPATEN TULUNGAGUNG,-8.11667,111.91667
231,3505,35,KABUPATEN BLITAR,KABUPATEN BLITAR,-8.13333,112.25
232,3506,35,KABUPATEN KEDIRI,KABUPATEN KEDIRI,-7.83333,112.16667
233,3507,35,KABUPATEN MALANG,KABUPATEN MALANG,-8.16667,112.66667
234,3508,35,KABUPATEN LUMAJANG,KABUPATEN LUMAJANG,-8.11667,113.15
235,3509,35,KABUPATEN JEMBER,KABUPATEN JEMBER,-8.25,113.65
236,3510,35,KABUPATEN BANYUWANGI,KABUPATEN BANYUWANGI,-8.33333,114.2
237,3511,35,KABUPATEN BONDOWOSO,KABUPATEN BONDOWOSO,-7.9404,113.9834
238,3512,35,KABUPATEN SITUBONDO,KABUPATEN SITUBONDO,-7.71667,114.05
239,3513,35,KABUPATEN PROBOLINGGO,KABUPATEN PROBOLINGGO,-7.86667,113.31667
240,3514,35,KABUPATEN PASURUAN,KABUPATEN PASURUAN,-7.7333300000000005,112.83333
241,3515,35,KABUPATEN SIDOARJO,KABUPATEN SIDOARJO,-7.45,112.7
242,3516,35,KABUPATEN MOJOKERTO,KABUPATEN MOJOKERTO,-7.55,112.5
243,3517,35,KABUPATEN JOMBANG,KABUPATEN JOMBANG,-7.55,112.25
244,3518,35,KABUPATEN NGANJUK,KABUPATEN NGANJUK,-7.6,111.93333
245,3519,35,KABUPATEN MADIUN,KABUPATEN MADIUN,-7.61667,111.65
246,3520,35,KABUPATEN MAGETAN,KABUPATEN MAGETAN,-7.64472,111.35917
247,3521,35,KABUPATEN NGAWI,KABUPATEN NGAWI,-7.47444,111.33444
248,3522,35,KABUPATEN BOJONEGORO,KABUPATEN BOJONEGORO,-7.25,111.8
249,3523,35,KABUPATEN TUBAN,KABUPATEN TUBAN,-6.96667,111.9
250,3524,35,KABUPATEN LAMONGAN,KABUPATEN LAMONGAN,-7.13333,112.31667
251,3525,35,KABUPATEN GRESIK,KABUPATEN GRESIK,-7.1933,112.553
252,3526,35,KABUPATEN BANGKALAN,KABUPATEN BANGKALAN,-7.05,112.93333
253,3527,35,KABUPATEN SAMPANG,KABUPATEN SAMPANG,-7.05,113.25
254,3528,35,KABUPATEN PAMEKASAN,KABUPATEN PAMEKASAN,-7.06667,113.5
255,3529,35,KABUPATEN SUMENEP,KABUPATEN SUMENEP,-7.11667,114.33333
256,3571,35,KOTA KEDIRI,KOTA KEDIRI,-7.83333,112.01667
257,3572,35,KOTA BLITAR,KOTA BLITAR,-8.1,112.16667
258,3573,35,KOTA MALANG,KOTA MALANG,-7.975,112.63333
259,3574,35,KOTA PROBOLINGGO,KOTA PROBOLINGGO,-7.78333,113.21667
260,3575,35,KOTA PASURUAN,KOTA PASURUAN,-7.65,112.9
